OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200439,2024-09-08,C91155,Tablet,1,146,321 Main St,Online,Shipped,TRK36260319,4,WINTER15,Facebook,146
ORD200440,2024-11-05,C60215,Desk,4,84,978 Main St,Debit Card,Pending,TRK31727767,4,SAVE10,Facebook,334
ORD200441,2023-12-13,C52915,Printer,2,329,475 Main St,Gift Card,Returned,TRK79466982,6,FREESHIP,Email,657
ORD200442,2024-05-06,C72588,Chair,5,315,661 Main St,Cash,Pending,TRK43410829,8,SAVE10,Instagram,1575
ORD200443,2024-05-14,C61668,Chair,2,70,813 Main St,Cash,Returned,TRK58970302,6,NO COUPON,Facebook,139
ORD200444,2024-06-08,C79508,Printer,1,135,585 Main St,Online,Shipped,TRK61882353,6,FREESHIP,Instagram,135
ORD200445,2024-03-23,C94569,Phone,1,487,227 Main St,Cash,Delivered,TRK31351770,3,SAVE10,Referral,487
ORD200446,2023-10-18,C89592,Laptop,5,510,262 Main St,Online,Delivered,TRK49442402,6,FREESHIP,Instagram,2548
ORD200447,2024-04-07,C48207,Printer,2,417,356 Main St,Cash,Returned,TRK45355655,2,NO COUPON,Facebook,834
ORD200448,2023-09-04,C16776,Laptop,2,160,854 Main St,Cash,Pending,TRK12860600,4,SAVE10,Instagram,320
ORD200449,2024-08-26,C91518,Tablet,3,253,286 Main St,Online,Pending,TRK48688724,3,NO COUPON,Instagram,759
ORD200450,2024-01-15,C36408,Monitor,5,615,160 Main St,Gift Card,Returned,TRK94023253,10,WINTER15,Instagram,3076
ORD200451,2023-04-01,C14837,Monitor,1,183,647 Main St,Debit Card,Cancelled,TRK17501136,6,SAVE10,Email,183
ORD200452,2023-07-23,C36467,Printer,1,76,581 Main St,Cash,Pending,TRK20863987,5,SAVE10,Google,76
ORD200453,2025-05-02,C15017,Tablet,1,676,492 Main St,Cash,Shipped,TRK51241924,1,WINTER15,Facebook,676
ORD200454,2024-11-27,C54759,Laptop,1,109,686 Main St,Debit Card,Cancelled,TRK75583042,5,FREESHIP,Google,109
ORD200455,2024-03-26,C58341,Phone,1,640,874 Main St,Debit Card,Pending,TRK32856728,2,SAVE10,Referral,640
ORD200456,2023-06-26,C94479,Desk,5,63,259 Main St,Credit Card,Shipped,TRK69089975,9,SAVE10,Facebook,314
ORD200457,2025-05-25,C50236,Desk,4,616,545 Main St,Online,Returned,TRK67692578,4,WINTER15,Instagram,2463
ORD200458,2024-07-02,C31412,Monitor,4,511,196 Main St,Credit Card,Returned,TRK61946127,7,WINTER15,Email,2042
ORD200459,2024-07-24,C90142,Desk,1,334,433 Main St,Credit Card,Returned,TRK39717191,2,NO COUPON,Instagram,334
ORD200460,2024-10-06,C83548,Laptop,1,144,474 Main St,Cash,Returned,TRK93822942,2,WINTER15,Referral,144
ORD200461,2024-06-08,C29697,Tablet,1,402,407 Main St,Credit Card,Shipped,TRK47776482,5,FREESHIP,Google,402
ORD200462,2025-03-31,C22991,Phone,1,253,731 Main St,Online,Cancelled,TRK32796086,1,NO COUPON,Referral,253
ORD200463,2023-05-26,C25276,Laptop,5,663,214 Main St,Debit Card,Shipped,TRK14011732,9,SAVE10,Instagram,3314
ORD200464,2023-03-14,C39176,Tablet,4,434,739 Main St,Online,Cancelled,TRK71418686,6,FREESHIP,Google,1738
ORD200465,2024-02-26,C58773,Printer,5,513,391 Main St,Gift Card,Cancelled,TRK65438300,8,NO COUPON,Google,2567
ORD200466,2023-07-18,C37412,Phone,1,432,895 Main St,Cash,Delivered,TRK97829604,4,FREESHIP,Referral,432
ORD200467,2024-08-30,C36492,Desk,1,46,572 Main St,Cash,Cancelled,TRK44350440,2,WINTER15,Email,46
ORD200468,2025-06-21,C90110,Phone,1,418,998 Main St,Credit Card,Delivered,TRK60203957,5,FREESHIP,Email,418
ORD200469,2023-11-26,C13877,Chair,5,677,893 Main St,Cash,Cancelled,TRK17254691,5,NO COUPON,Facebook,3385
ORD200470,2023-09-29,C25149,Tablet,4,264,672 Main St,Cash,Shipped,TRK33538608,5,SAVE10,Email,1054
ORD200471,2025-04-19,C52717,Desk,5,551,395 Main St,Online,Cancelled,TRK27625571,7,FREESHIP,Referral,2756
ORD200472,2023-01-06,C60029,Chair,3,508,796 Main St,Credit Card,Cancelled,TRK86461316,8,FREESHIP,Referral,1524
ORD200473,2025-02-25,C28552,Chair,2,15,449 Main St,Online,Shipped,TRK71597160,4,NO COUPON,Facebook,30
ORD200474,2023-11-15,C72293,Printer,3,229,398 Main St,Credit Card,Shipped,TRK84378003,6,SAVE10,Referral,688
ORD200475,2025-04-19,C29844,Tablet,2,439,363 Main St,Cash,Cancelled,TRK91642337,3,SAVE10,Facebook,877
ORD200476,2024-01-15,C77872,Phone,2,514,867 Main St,Online,Returned,TRK19292184,4,FREESHIP,Referral,1027
ORD200477,2025-03-05,C56564,Phone,2,254,481 Main St,Online,Shipped,TRK13166044,5,SAVE10,Google,507
ORD200478,2024-11-01,C16758,Tablet,3,63,914 Main St,Gift Card,Shipped,TRK88544431,6,FREESHIP,Referral,188
ORD200479,2023-02-18,C87011,Monitor,4,25,943 Main St,Credit Card,Pending,TRK21429162,8,NO COUPON,Google,101
ORD200480,2023-06-16,C21147,Chair,1,335,126 Main St,Debit Card,Pending,TRK93171043,6,FREESHIP,Referral,335
ORD200481,2023-04-23,C94568,Laptop,4,485,317 Main St,Debit Card,Delivered,TRK58653915,5,WINTER15,Referral,1939
ORD200482,2025-03-02,C35852,Monitor,3,381,989 Main St,Online,Pending,TRK22302049,6,NO COUPON,Instagram,1144
ORD200483,2023-01-18,C66462,Phone,5,348,982 Main St,Cash,Pending,TRK52743700,6,WINTER15,Google,1740
ORD200484,2024-05-29,C29092,Chair,4,15,767 Main St,Cash,Cancelled,TRK90455340,6,NO COUPON,Facebook,60
ORD200485,2023-08-01,C46651,Chair,3,405,764 Main St,Cash,Shipped,TRK67679195,6,SAVE10,Instagram,1214
ORD200486,2023-02-03,C88981,Printer,4,611,558 Main St,Cash,Shipped,TRK75267873,5,SAVE10,Referral,2445
ORD200487,2023-03-09,C40136,Printer,3,347,211 Main St,Credit Card,Pending,TRK92924852,3,SAVE10,Google,1040
ORD200488,2024-12-05,C81573,Chair,1,37,556 Main St,Online,Cancelled,TRK96522994,1,WINTER15,Email,37
ORD200489,2023-09-05,C11940,Tablet,3,149,589 Main St,Gift Card,Cancelled,TRK85466461,7,WINTER15,Email,448
ORD200490,2024-07-22,C50097,Chair,5,468,539 Main St,Online,Cancelled,TRK62785150,10,NO COUPON,Facebook,2339
ORD200491,2023-01-05,C98168,Phone,5,421,481 Main St,Cash,Pending,TRK56423359,5,WINTER15,Facebook,2104
ORD200492,2023-10-25,C39074,Laptop,5,607,103 Main St,Debit Card,Shipped,TRK13027036,6,SAVE10,Instagram,3033
ORD200493,2025-01-28,C84908,Phone,1,420,372 Main St,Credit Card,Pending,TRK64135970,4,FREESHIP,Facebook,420
ORD200494,2023-07-19,C64516,Laptop,3,506,459 Main St,Debit Card,Pending,TRK63920573,3,FREESHIP,Referral,1517
ORD200495,2025-06-05,C63827,Phone,4,494,947 Main St,Debit Card,Pending,TRK35730581,6,SAVE10,Facebook,1975
ORD200496,2025-03-14,C93618,Printer,3,201,249 Main St,Online,Cancelled,TRK66129326,3,SAVE10,Google,604
ORD200497,2024-10-24,C93948,Printer,3,112,454 Main St,Gift Card,Shipped,TRK77358113,6,NO COUPON,Google,337
ORD200498,2023-07-12,C73961,Tablet,4,133,306 Main St,Cash,Returned,TRK32607173,8,WINTER15,Instagram,530
ORD200499,2023-04-06,C18138,Printer,3,539,520 Main St,Credit Card,Shipped,TRK20289483,4,SAVE10,Facebook,1618
ORD200500,2024-04-07,C79475,Laptop,5,509,169 Main St,Cash,Returned,TRK42168516,8,WINTER15,Facebook,2543
ORD200501,2024-02-04,C88546,Desk,4,203,226 Main St,Credit Card,Pending,TRK19867754,7,SAVE10,Referral,814
ORD200502,2023-05-20,C69332,Monitor,3,565,745 Main St,Debit Card,Returned,TRK65718848,7,SAVE10,Email,1696
ORD200503,2023-08-31,C64554,Tablet,3,137,498 Main St,Online,Pending,TRK95384568,4,FREESHIP,Facebook,411
ORD200504,2025-06-11,C11676,Monitor,2,465,805 Main St,Online,Cancelled,TRK35726395,2,WINTER15,Instagram,929
ORD200505,2023-06-11,C36014,Printer,2,435,558 Main St,Online,Shipped,TRK97246526,7,NO COUPON,Email,870
ORD200506,2023-07-25,C23279,Monitor,2,44,696 Main St,Cash,Returned,TRK58039693,4,WINTER15,Instagram,87
ORD200507,2023-07-05,C86481,Phone,1,172,546 Main St,Credit Card,Pending,TRK87513944,5,WINTER15,Email,172
ORD200508,2025-05-14,C39550,Phone,1,558,976 Main St,Online,Delivered,TRK24120267,1,NO COUPON,Referral,558
ORD200509,2023-02-15,C68937,Laptop,2,425,560 Main St,Cash,Returned,TRK31908657,2,WINTER15,Google,850
ORD200510,2024-12-16,C72533,Printer,1,377,389 Main St,Debit Card,Delivered,TRK51288986,5,SAVE10,Email,377
ORD200511,2024-03-15,C11415,Monitor,5,575,267 Main St,Cash,Delivered,TRK65061457,7,WINTER15,Email,2876
ORD200512,2024-09-27,C14114,Desk,3,568,856 Main St,Online,Pending,TRK63290700,3,FREESHIP,Instagram,1704
ORD200513,2025-02-09,C64128,Tablet,3,95,533 Main St,Gift Card,Shipped,TRK37053575,8,NO COUPON,Referral,285
ORD200514,2023-04-16,C15629,Printer,3,304,492 Main St,Gift Card,Shipped,TRK64926044,3,WINTER15,Instagram,912
ORD200515,2023-03-14,C67561,Phone,3,554,160 Main St,Gift Card,Shipped,TRK75900717,4,FREESHIP,Facebook,1661
ORD200516,2024-04-07,C47022,Monitor,3,167,208 Main St,Cash,Returned,TRK28855040,8,NO COUPON,Facebook,501
ORD200517,2024-04-09,C55205,Tablet,4,198,943 Main St,Cash,Cancelled,TRK88141634,7,FREESHIP,Google,793
ORD200518,2025-06-13,C30686,Printer,4,404,319 Main St,Online,Pending,TRK59807273,9,SAVE10,Referral,1614
ORD200519,2025-05-10,C71797,Laptop,4,464,941 Main St,Debit Card,Returned,TRK66010667,5,SAVE10,Email,1857
ORD200520,2023-03-10,C66332,Monitor,3,636,959 Main St,Cash,Returned,TRK27063398,5,NO COUPON,Referral,1908
ORD200521,2024-02-25,C82318,Phone,1,528,991 Main St,Credit Card,Shipped,TRK37534165,2,NO COUPON,Facebook,528
ORD200522,2024-04-20,C66254,Chair,1,515,740 Main St,Gift Card,Cancelled,TRK82843861,1,FREESHIP,Email,515
ORD200523,2025-02-18,C65083,Desk,4,658,652 Main St,Credit Card,Returned,TRK60937148,6,WINTER15,Google,2631
ORD200524,2023-10-25,C44778,Phone,1,153,103 Main St,Credit Card,Returned,TRK92617366,4,NO COUPON,Referral,153
ORD200525,2023-12-03,C54499,Monitor,1,668,160 Main St,Debit Card,Shipped,TRK18061555,1,SAVE10,Email,668
ORD200526,2024-02-29,C91201,Desk,2,47,837 Main St,Cash,Returned,TRK63526023,7,WINTER15,Google,93
ORD200527,2024-08-19,C27202,Chair,5,653,967 Main St,Credit Card,Cancelled,TRK75406128,10,SAVE10,Referral,3267
ORD200528,2025-02-26,C32011,Chair,1,629,686 Main St,Credit Card,Returned,TRK70997744,2,SAVE10,Referral,629
ORD200529,2024-04-07,C21181,Tablet,2,675,938 Main St,Cash,Pending,TRK50363421,4,FREESHIP,Google,1350
ORD200530,2024-07-18,C98450,Chair,4,89,613 Main St,Online,Pending,TRK14809530,9,NO COUPON,Google,358
ORD200531,2024-07-02,C64502,Desk,5,320,722 Main St,Gift Card,Delivered,TRK14914388,6,NO COUPON,Referral,1600
ORD200532,2025-05-03,C47365,Laptop,2,41,369 Main St,Online,Delivered,TRK42207882,7,NO COUPON,Email,82
ORD200533,2023-03-05,C66349,Desk,1,566,715 Main St,Gift Card,Returned,TRK63550793,1,FREESHIP,Facebook,566
ORD200534,2024-06-06,C73289,Chair,3,649,906 Main St,Debit Card,Cancelled,TRK70872738,4,SAVE10,Email,1946
ORD200535,2024-07-24,C48649,Monitor,3,68,332 Main St,Online,Cancelled,TRK45821445,3,FREESHIP,Email,204
ORD200536,2024-06-09,C18724,Chair,1,616,124 Main St,Cash,Returned,TRK52508861,6,NO COUPON,Email,616
ORD200537,2025-03-23,C68553,Tablet,3,247,385 Main St,Online,Delivered,TRK58218971,4,SAVE10,Facebook,742
ORD200538,2024-05-24,C61280,Phone,3,491,100 Main St,Cash,Shipped,TRK95487711,3,WINTER15,Email,1472
ORD200539,2025-02-18,C53277,Desk,3,532,473 Main St,Gift Card,Delivered,TRK17653832,7,SAVE10,Google,1595
ORD200540,2024-01-29,C87281,Laptop,5,649,852 Main St,Online,Pending,TRK81765057,7,NO COUPON,Referral,3243
ORD200541,2023-08-07,C69009,Printer,5,456,879 Main St,Cash,Pending,TRK61295842,10,NO COUPON,Instagram,2280
ORD200542,2023-11-14,C49726,Tablet,1,18,934 Main St,Cash,Cancelled,TRK20739460,6,FREESHIP,Email,18
ORD200543,2024-03-09,C37531,Desk,5,270,354 Main St,Cash,Shipped,TRK93877673,6,WINTER15,Facebook,1349
ORD200544,2024-03-10,C48713,Printer,5,32,373 Main St,Credit Card,Returned,TRK96334419,5,FREESHIP,Referral,160
ORD200545,2023-12-19,C74138,Monitor,2,98,964 Main St,Cash,Returned,TRK74091695,3,NO COUPON,Instagram,197
ORD200546,2024-03-01,C82399,Monitor,1,159,928 Main St,Credit Card,Returned,TRK77177284,6,WINTER15,Instagram,159
ORD200547,2023-08-20,C40427,Phone,1,614,411 Main St,Online,Delivered,TRK25392280,4,FREESHIP,Facebook,614
ORD200548,2024-01-05,C17103,Printer,3,426,922 Main St,Online,Delivered,TRK64398650,5,WINTER15,Instagram,1278
ORD200549,2025-02-25,C34266,Monitor,4,630,550 Main St,Debit Card,Cancelled,TRK56378197,8,WINTER15,Instagram,2520
ORD200550,2023-10-29,C97485,Laptop,4,229,573 Main St,Cash,Shipped,TRK81794737,4,FREESHIP,Google,916
ORD200551,2023-05-18,C23947,Laptop,1,121,353 Main St,Debit Card,Delivered,TRK74812710,6,WINTER15,Email,121
ORD200552,2023-09-30,C21665,Chair,4,425,560 Main St,Online,Returned,TRK29890761,8,WINTER15,Facebook,1701
ORD200553,2023-08-23,C82550,Phone,2,334,828 Main St,Gift Card,Cancelled,TRK74103758,4,FREESHIP,Referral,668
ORD200554,2025-05-30,C61943,Laptop,2,493,610 Main St,Cash,Returned,TRK66126496,5,FREESHIP,Instagram,986
ORD200555,2023-01-07,C88933,Tablet,1,92,333 Main St,Cash,Shipped,TRK89306964,2,NO COUPON,Facebook,92
ORD200556,2023-01-28,C30923,Laptop,1,654,932 Main St,Gift Card,Pending,TRK82609328,2,SAVE10,Facebook,654
ORD200557,2023-06-29,C56969,Tablet,1,56,130 Main St,Debit Card,Pending,TRK40719215,1,WINTER15,Facebook,56
ORD200558,2024-07-16,C76766,Phone,4,628,485 Main St,Online,Delivered,TRK32052962,6,WINTER15,Instagram,2512
ORD200559,2024-04-15,C22981,Desk,3,157,454 Main St,Debit Card,Cancelled,TRK10115285,7,WINTER15,Email,472
ORD200560,2023-01-31,C33634,Monitor,4,589,524 Main St,Gift Card,Pending,TRK93168008,7,NO COUPON,Email,2355
ORD200561,2023-01-31,C96822,Printer,2,495,198 Main St,Online,Shipped,TRK89180077,2,NO COUPON,Google,990
ORD200562,2023-10-06,C76675,Laptop,3,664,922 Main St,Gift Card,Returned,TRK28043915,6,FREESHIP,Email,1992
ORD200563,2023-12-12,C12039,Laptop,1,133,844 Main St,Debit Card,Returned,TRK68645763,1,SAVE10,Referral,133
ORD200564,2025-04-08,C93309,Desk,5,364,734 Main St,Credit Card,Cancelled,TRK99446987,5,WINTER15,Google,1821
ORD200565,2023-05-14,C62042,Tablet,5,308,214 Main St,Online,Pending,TRK42605492,10,NO COUPON,Facebook,1540
ORD200566,2024-04-18,C83223,Phone,4,163,167 Main St,Cash,Cancelled,TRK54339083,7,FREESHIP,Email,651
ORD200567,2024-09-30,C92575,Chair,5,493,153 Main St,Cash,Shipped,TRK53579227,10,FREESHIP,Email,2465
ORD200568,2023-03-10,C29072,Laptop,2,344,312 Main St,Online,Delivered,TRK72334047,4,NO COUPON,Google,688
ORD200569,2025-03-22,C25783,Desk,5,251,672 Main St,Cash,Shipped,TRK13289741,8,SAVE10,Instagram,1253
ORD200570,2024-12-27,C63727,Desk,2,362,122 Main St,Debit Card,Pending,TRK13611021,2,SAVE10,Instagram,724
ORD200571,2024-11-23,C42365,Tablet,1,214,867 Main St,Gift Card,Returned,TRK39563288,2,WINTER15,Google,214
ORD200572,2023-11-11,C27438,Printer,1,70,341 Main St,Cash,Returned,TRK69125497,4,WINTER15,Facebook,70
ORD200573,2023-01-25,C13205,Chair,5,421,522 Main St,Debit Card,Cancelled,TRK30686578,7,NO COUPON,Instagram,2107
ORD200574,2024-01-24,C29685,Chair,5,385,275 Main St,Credit Card,Pending,TRK97733212,6,FREESHIP,Email,1923
ORD200575,2023-06-07,C74005,Chair,5,448,528 Main St,Gift Card,Returned,TRK61640534,7,SAVE10,Google,2241
ORD200576,2024-05-29,C14457,Laptop,5,79,747 Main St,Cash,Pending,TRK42517811,8,NO COUPON,Facebook,395
ORD200577,2023-01-22,C77046,Tablet,4,185,967 Main St,Online,Returned,TRK44401497,9,WINTER15,Google,742
ORD200578,2024-10-10,C50415,Monitor,5,566,587 Main St,Credit Card,Delivered,TRK41345634,6,SAVE10,Instagram,2830
ORD200579,2023-06-04,C73999,Tablet,2,188,413 Main St,Online,Shipped,TRK67919507,4,WINTER15,Facebook,376
ORD200580,2023-11-14,C71076,Monitor,2,256,340 Main St,Credit Card,Delivered,TRK65148292,4,SAVE10,Instagram,512
ORD200581,2024-11-11,C44674,Laptop,1,627,942 Main St,Online,Delivered,TRK87158684,1,NO COUPON,Referral,627
ORD200582,2024-02-19,C15228,Tablet,3,474,558 Main St,Gift Card,Shipped,TRK33860620,8,WINTER15,Google,1422
ORD200583,2025-06-15,C27072,Chair,3,154,996 Main St,Gift Card,Delivered,TRK29750379,4,NO COUPON,Instagram,463
ORD200584,2025-03-21,C15257,Chair,4,145,626 Main St,Online,Delivered,TRK28779938,6,SAVE10,Google,580
ORD200585,2023-08-20,C91486,Tablet,4,67,907 Main St,Cash,Returned,TRK79617136,8,WINTER15,Google,268
ORD200586,2024-11-10,C17389,Monitor,1,522,905 Main St,Gift Card,Returned,TRK98857880,5,FREESHIP,Referral,522
ORD200587,2023-06-12,C18820,Monitor,5,515,347 Main St,Gift Card,Delivered,TRK91547425,10,FREESHIP,Instagram,2573
ORD200588,2024-12-10,C61849,Monitor,4,578,811 Main St,Credit Card,Delivered,TRK47613918,9,NO COUPON,Google,2311
ORD200589,2025-02-10,C84041,Laptop,2,501,900 Main St,Cash,Delivered,TRK84920444,3,FREESHIP,Referral,1002
ORD200590,2023-09-10,C55757,Printer,2,461,175 Main St,Gift Card,Returned,TRK27356242,4,NO COUPON,Email,922
ORD200591,2024-11-18,C18187,Laptop,1,605,470 Main St,Gift Card,Shipped,TRK50528185,3,FREESHIP,Referral,605
ORD200592,2024-04-23,C42306,Phone,3,204,938 Main St,Online,Returned,TRK15499648,4,NO COUPON,Google,613
ORD200593,2023-08-02,C51024,Monitor,1,490,636 Main St,Gift Card,Shipped,TRK31375086,4,FREESHIP,Facebook,490
ORD200594,2024-02-21,C40140,Phone,5,73,598 Main St,Credit Card,Cancelled,TRK12671989,7,NO COUPON,Email,363
ORD200595,2025-01-10,C72596,Printer,2,385,491 Main St,Online,Pending,TRK83870446,7,SAVE10,Email,770
ORD200596,2023-06-12,C91805,Desk,3,606,653 Main St,Debit Card,Returned,TRK34504030,7,FREESHIP,Facebook,1819
ORD200597,2024-11-25,C40538,Desk,2,212,700 Main St,Gift Card,Cancelled,TRK29821356,4,WINTER15,Email,424
ORD200598,2024-04-26,C60329,Desk,5,495,826 Main St,Credit Card,Pending,TRK59069987,5,NO COUPON,Facebook,2477
ORD200599,2023-06-30,C28740,Chair,3,557,123 Main St,Online,Cancelled,TRK33642221,4,FREESHIP,Facebook,1671
ORD200600,2023-05-26,C87051,Printer,1,72,460 Main St,Gift Card,Cancelled,TRK82056333,1,FREESHIP,Facebook,72
ORD200601,2023-10-02,C12479,Monitor,5,25,529 Main St,Credit Card,Shipped,TRK73935314,10,NO COUPON,Referral,124
ORD200602,2024-03-05,C35852,Tablet,4,26,982 Main St,Online,Pending,TRK64660134,5,SAVE10,Instagram,104
ORD200603,2024-10-04,C26223,Tablet,1,657,800 Main St,Cash,Pending,TRK50900547,4,SAVE10,Google,657
ORD200604,2025-06-22,C99214,Chair,3,33,252 Main St,Debit Card,Delivered,TRK81368481,6,NO COUPON,Facebook,98
ORD200605,2024-05-10,C49605,Monitor,2,229,892 Main St,Debit Card,Shipped,TRK95620066,4,SAVE10,Referral,458
ORD200606,2024-11-06,C85018,Laptop,3,275,783 Main St,Cash,Cancelled,TRK54128886,3,SAVE10,Google,824
ORD200607,2025-05-31,C96434,Printer,4,634,282 Main St,Cash,Shipped,TRK56730647,6,SAVE10,Google,2536
ORD200608,2024-07-24,C32956,Laptop,5,543,788 Main St,Online,Cancelled,TRK73140103,6,SAVE10,Instagram,2716
ORD200609,2025-01-27,C41137,Chair,3,449,809 Main St,Cash,Returned,TRK52732162,5,WINTER15,Referral,1347
ORD200610,2024-06-16,C60361,Desk,5,390,623 Main St,Cash,Returned,TRK83566924,7,FREESHIP,Facebook,1948
ORD200611,2023-04-21,C36688,Desk,1,305,700 Main St,Gift Card,Returned,TRK35720426,3,WINTER15,Referral,305
ORD200612,2023-06-02,C51811,Chair,3,445,339 Main St,Gift Card,Cancelled,TRK82377939,8,NO COUPON,Google,1335
ORD200613,2024-12-19,C62405,Laptop,2,230,154 Main St,Online,Returned,TRK14721763,4,WINTER15,Email,461
ORD200614,2024-03-08,C77363,Phone,1,97,807 Main St,Gift Card,Cancelled,TRK12439827,3,NO COUPON,Referral,97
ORD200615,2025-03-07,C97218,Monitor,5,460,252 Main St,Credit Card,Returned,TRK52632065,10,WINTER15,Facebook,2301
ORD200616,2024-10-17,C43919,Tablet,3,602,984 Main St,Credit Card,Cancelled,TRK73113192,7,SAVE10,Facebook,1805
ORD200617,2024-02-08,C57093,Tablet,3,184,834 Main St,Online,Cancelled,TRK75469057,4,NO COUPON,Referral,553
ORD200618,2024-09-03,C50565,Tablet,1,411,399 Main St,Debit Card,Returned,TRK97981418,5,NO COUPON,Instagram,411
ORD200619,2024-07-16,C38845,Laptop,1,533,764 Main St,Gift Card,Pending,TRK47637374,2,NO COUPON,Referral,533
ORD200620,2024-03-27,C84834,Tablet,3,136,866 Main St,Debit Card,Returned,TRK90136001,8,SAVE10,Referral,409
ORD200621,2023-10-22,C37455,Phone,5,476,146 Main St,Credit Card,Delivered,TRK82685594,7,WINTER15,Google,2380
ORD200622,2024-11-02,C27078,Desk,5,236,128 Main St,Credit Card,Returned,TRK89314307,7,NO COUPON,Facebook,1182
ORD200623,2023-06-16,C91941,Printer,3,396,269 Main St,Gift Card,Cancelled,TRK21330732,4,FREESHIP,Instagram,1188
ORD200624,2024-01-16,C25967,Tablet,5,342,747 Main St,Debit Card,Delivered,TRK88559278,6,NO COUPON,Email,1710
ORD200625,2023-09-24,C22123,Tablet,1,673,519 Main St,Credit Card,Pending,TRK43250279,1,WINTER15,Email,673
ORD200626,2024-03-01,C45671,Tablet,2,657,769 Main St,Online,Shipped,TRK18179773,5,SAVE10,Referral,1315
ORD200627,2023-08-06,C53334,Chair,3,499,879 Main St,Online,Returned,TRK31724421,4,FREESHIP,Email,1496
ORD200628,2023-03-26,C18717,Printer,5,559,861 Main St,Cash,Pending,TRK58568806,8,FREESHIP,Referral,2793
ORD200629,2023-07-07,C50137,Phone,3,20,840 Main St,Online,Pending,TRK91836131,3,NO COUPON,Referral,59
ORD200630,2023-06-23,C51481,Monitor,5,249,140 Main St,Debit Card,Cancelled,TRK33437701,10,NO COUPON,Instagram,1244
ORD200631,2024-08-31,C99128,Chair,3,46,360 Main St,Gift Card,Returned,TRK32426808,5,WINTER15,Referral,138
ORD200632,2023-05-02,C67260,Laptop,5,678,463 Main St,Gift Card,Delivered,TRK38229104,7,WINTER15,Facebook,3391
ORD200633,2024-04-10,C79533,Laptop,5,602,921 Main St,Gift Card,Cancelled,TRK54711422,5,WINTER15,Instagram,3009
ORD200634,2024-04-25,C66906,Printer,2,259,117 Main St,Gift Card,Delivered,TRK31633755,2,WINTER15,Referral,519
ORD200635,2023-12-13,C12818,Chair,3,64,434 Main St,Cash,Returned,TRK40879983,6,NO COUPON,Facebook,191
ORD200636,2023-10-05,C60384,Laptop,4,371,336 Main St,Cash,Cancelled,TRK92080037,7,WINTER15,Facebook,1484
ORD200637,2024-09-29,C92294,Chair,4,306,784 Main St,Gift Card,Shipped,TRK23585765,7,WINTER15,Referral,1225
ORD200638,2023-10-15,C66840,Tablet,4,578,547 Main St,Online,Delivered,TRK76929637,9,WINTER15,Email,2313
ORD200639,2023-01-20,C22534,Chair,1,529,391 Main St,Cash,Cancelled,TRK17415798,5,NO COUPON,Referral,529
ORD200640,2024-02-27,C46509,Chair,2,587,647 Main St,Gift Card,Returned,TRK24241664,6,SAVE10,Referral,1175
ORD200641,2024-06-30,C71680,Printer,4,568,814 Main St,Debit Card,Pending,TRK47386650,9,WINTER15,Google,2270
ORD200642,2024-04-29,C15063,Chair,5,85,527 Main St,Credit Card,Cancelled,TRK10329390,7,FREESHIP,Email,426
ORD200643,2024-08-26,C77122,Laptop,1,438,647 Main St,Cash,Cancelled,TRK75814880,4,SAVE10,Referral,438
ORD200644,2023-11-15,C86524,Chair,2,366,961 Main St,Cash,Shipped,TRK62490506,2,WINTER15,Email,732
ORD200645,2023-01-02,C82990,Laptop,2,150,727 Main St,Credit Card,Cancelled,TRK68574801,4,SAVE10,Facebook,300
ORD200646,2023-10-27,C98761,Chair,4,499,804 Main St,Debit Card,Shipped,TRK43262630,4,SAVE10,Google,1994
ORD200647,2025-04-24,C54409,Desk,3,339,667 Main St,Cash,Returned,TRK67671316,7,FREESHIP,Google,1018
ORD200648,2025-01-18,C89674,Monitor,2,576,182 Main St,Online,Delivered,TRK45902512,3,WINTER15,Referral,1152
ORD200649,2023-12-23,C45899,Monitor,2,643,153 Main St,Debit Card,Returned,TRK32932093,7,FREESHIP,Email,1286
ORD200650,2023-05-18,C74499,Desk,2,372,518 Main St,Gift Card,Delivered,TRK93767278,7,SAVE10,Email,744
ORD200651,2024-11-12,C81192,Chair,3,646,429 Main St,Debit Card,Pending,TRK76931118,5,NO COUPON,Google,1939
ORD200652,2024-06-05,C71473,Chair,5,342,328 Main St,Online,Shipped,TRK94857335,8,FREESHIP,Instagram,1709
ORD200653,2024-02-25,C59338,Printer,3,690,747 Main St,Credit Card,Shipped,TRK12902764,6,WINTER15,Google,2071
ORD200654,2023-06-12,C62661,Tablet,3,382,863 Main St,Debit Card,Returned,TRK25748100,8,NO COUPON,Instagram,1147
ORD200655,2023-03-14,C22101,Chair,2,133,262 Main St,Debit Card,Cancelled,TRK70711522,4,WINTER15,Email,265
ORD200656,2024-01-18,C51404,Monitor,2,189,835 Main St,Gift Card,Shipped,TRK85682500,7,SAVE10,Facebook,378
ORD200657,2023-12-24,C19384,Tablet,4,88,532 Main St,Cash,Cancelled,TRK33207064,6,FREESHIP,Instagram,351
ORD200658,2025-04-18,C86864,Printer,2,46,670 Main St,Gift Card,Returned,TRK15323191,4,SAVE10,Google,93
